"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"911","phytoplankton","water","stoichiometry","silica_ratio","wet","cSiD","{group_name}/parameters/cSiD","mgSi/mgDW","0.15","1","lSi=.true.; Si/DW ratio"
"912","carbon","water","vertical_movement","settling","wet","cVSetIM","abiotic_water/parameters/cVSetIM","m/d","-1.1","1","maximum settling rate of inorganic matter"
"913","phytoplankton","water","water_sediment_exchange","settling","selmaprotbas","sedrate","{group_name}/parameters/sedrate","m d-1","0","1.0.0","sedimentation rate"
"914","phytoplankton","water","growth","temperature_limitation","wet","cSigTm","{group_name}/parameters/cSigTm","*C","11.6","1","growth rate temperature constant; sigma in Gaussian curve"
"915","phytoplankton","water","growth","temperature_limitation","wet","cTmOpt","{group_name}/parameters/cTmOpt","*C","25","1","optimum temperature of growth rate"
"916","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sD","{group_name}/initialization/sD","gDW/m2","1","1","DW"
"917","phytoplankton","water","water_sediment_exchange","resuspension","selmaprotbas","tau_crit","{group_name}/parameters/tau_crit","N m-2","0.07","1.0.0","critical shear stress"
"918","phytoplankton","water","growth","p_limitation","aed2","X_pcon","phyto_data/pd%X_pcon","mmol Pmmol C-1","0.002","1.0.0","constant internal phosphorus concentration, used if simIPDynamics = 0 or 1"
"919","phytoplankton","water","growth","p_limitation","aed2","X_pmax","phyto_data/pd%X_pmax","mmol Pmmol C-1","0.0089","1.0.0","maximum internal phosphorus concentration, used if simIPDynamics = 2"
"920","phytoplankton","water","growth","p_limitation","aed2","X_pmin","phyto_data/pd%X_pmin","mmol Pmmol C-1","0.00077","1.0.0","minimum internal phosphorus concentration, used if simIPDynamics = 2"
"921","phytoplankton","water","growth","si_limitation","aed2","X_sicon","phyto_data/pd%X_sicon","mmol Si mmol C-1","0","1.0.0","constant_concentration"
"922","phytoplankton","water","vertical_movement","vertical_velocity","mylake","Uz_Chl","Bio.par/Uz_Chl","m d-1","0.2","1.0.0","settling velocity for Chl a"
"923","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sD","{group_name}/initialization/sD","gDW/m2","0.3","1","DW"
"924","phytoplankton","water","growth","temperature_minimum","selmaprotbas","temp_min","{group_name}/parameters/temp_min","degC","8","1.2.0","temperature below optimum where growth is 10% of maximum (degrees C), default = 0.0"
"925","phytoplankton","water","growth","temperature_optimum","selmaprotbas","temp_opt","{group_name}/parameters/temp_opt","degC","20","1.2.0","optimum temperature of growth rate (degrees C), default = 20.0"
"926","phytoplankton","water","stoichiometry","uptake_n","wet","cAffNUpt","{group_name}/parameters/cAffNUpt","l/mgDW/d","0.2","1","N uptake affinity"
"927","phytoplankton","water","stoichiometry","uptake_n","wet","cVNUptMax","{group_name}/parameters/cVNUptMax","mgN/mgDW/d","0.08","1","N uptake capacity at 20*C"
"928","phytoplankton","water","stoichiometry","uptake_p","wet","cAffPUpt","{group_name}/parameters/cAffPUpt","l/mgDW/d","0.8","1","P uptake affinity"
"929","phytoplankton","water","stoichiometry","uptake_p","wet","cVPUptMax","{group_name}/parameters/cVPUptMax","mgP/mgDW/d","0.04","1","P uptake capacity at 20*C"
"930","phytoplankton","water","vertical_movement","vertical_velocity","wet","cVSwim","{group_name}/parameters/cVSwim","m/d","10","1","qTrans > 1; vertical swimming speed"
"931","phytoplankton","water","vertical_velocity","flotation","pclake","cVWindThrBlue","parameters/cVWindThrBlue","m*s^-1","3","1.0.0","Wind_threshold_velocity_Blue-greens"
"932","phytoplankton","water","vertical_velocity","flotation","pclake","cChlaThrBlue","parameters/cChlaThrBlue","mgChl*m^-3","10","1.0.0","Floating_velocity_Blue-greens"
"933","phytoplankton","water","vertical_velocity","flotation","pclake","cVFloMaxBlueW","parameters/cVFloMaxBlueW","m*d^-1","10","1.0.0","Maximum_floating_velocity_Blue-greens"
"934","phytoplankton","water","vertical_velocity","flotation","pclake","cTmThrBlue","parameters/cTmThrBlue","oC","15","1.0.0","Dormancy_temperature_Blue-greens"
"935","phytoplankton","water","vertical_velocity","flotation","pclake","cStepPow","parameters/cStepPow","-","20","1.0.0","Power_constant_for_step_function"
"936","phytoplankton","water","stoichiometry","chlorophyll_ratio","aed2","Xcc","phyto_data/pd%Xcc","mg C mg Chla-1","50","1.0.0","carbon : chlorophyll a ratio"
"937","phytoplankton","water","growth","equation_options_growth_rate","selmaprotbas","tlim","{group_name}/parameters/tlim","(integer)","5","1.0.0","temperature limitation of growth (0: none (i.e. beta only), 1: flagellate-style, 2: cyanobacteria-style)"
"938","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sDBlueWM0","initialstates/sDBlueWM0","gDW*m^-2","","1.0.0","Blue-greens_DW_in_marsh_water"
"939","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sDDiatWM0","initialstates/sDDiatWM0","gDW*m^-2","","1.0.0","Diatoms_DW_in_marsh_water"
"940","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sDGrenWM0","initialstates/sDGrenWM0","gDW*m^-2","","1.0.0","Green_algae_DW_in_marsh_water"
"941","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sNBlueWM0","initialstates/sNBlueWM0","gN*m^-2","","1.0.0","Blue-greens_N_in_marsh_water"
"942","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sNDiatWM0","initialstates/sNDiatWM0","gN*m^-2","","1.0.0","Diatoms_N_in_marsh_water"
"943","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sNGrenWM0","initialstates/sNGrenWM0","gN*m^-2","","1.0.0","Green_algae_N_in_marsh_water"
"944","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sPBlueWM0","initialstates/sPBlueWM0","gP*m^-2","","1.0.0","Blue-greens_P_in_marsh_water"
"945","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sPDiatWM0","initialstates/sPDiatWM0","gP*m^-2","","1.0.0","Diatoms_P_in_marsh_water"
"946","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","sPGrenWM0","initialstates/sPGrenWM0","gP*m^-2","","1.0.0","Green_algae_P_in_marsh_water"
"947","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","uDPhytWM0","initialstates/uDPhytWM0","gDW*m^-2","","1.0.0","Total_initial_DW_in_phytoplankton_in_marsh_water"
"948","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","uNPhytWM0","initialstates/uNPhytWM0","gN*m^-2","","1.0.0","Total_initial_N_in_phytoplankton_in_marsh_water"
"949","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","uPPhytWM0","initialstates/uPPhytWM0","gP*m^-2","","1.0.0","Total_initial_P_in_phytoplankton_in_marsh_water"
"950","phytoplankton","water_marsh","initial_conditions","initial_phyto","pclake","uSiDiatWM0","initialstates/uSiDiatWM0","gSi*m^-2","","1.0.0","Total_initial_Si_in_phytoplankton_in_marsh_water"
"951","silicon","sediment","initial_conditions","initial_pom","pclake","sSiDetS0","initialstates/sSiDetS0","gSi*m^-2","","1.0.0","Detritus_Si_in_lake_sediment"
"952","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sD_PV","{group_name}/initialization/sD_PV","gDW/m2","1","1","DW pel. var"
"953","silicon","sediment","initial_conditions","initial_silicon","pclake","cSiDDetIn","parameters/cSiDDetIn","gSi*gDW^-1","0.05","1.0.0","Si_content_of_sediment_detritus"
"954","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sD_PV","{group_name}/initialization/sD_PV","gDW/m2","0.3","1","DW pel. var"
"955","carbon","water","vertical_movement","settling","wet","cVSet","POM/parameters/cVSet","m/d","0.3","1","maximum settling rate of POM"
"956","silicon","sediment_marsh","initial_conditions","initial_pom","pclake","sSiDetSM0","initialstates/sSiDetSM0","gSi*m^-2","","1.0.0","Detritus_Si_in_marsh_sediment"
"957","carbon","water","noncohesive","tracer","aed2","w_ss","aed2_noncohesive/w_ss","?","-0.03","1.0.0","Tracer"
"958","silicon","water","initial_conditions","initial_pom","pclake","cSiDDet0","initialstates/cSiDDet0","gSi*gDW^-1","0.01","1.0.0","Initial_Si_fraction_in_detritus_Tentative"
"959","silicon","water","initial_conditions","initial_pom","pclake","sSiDetWEpi0","initialstates/sSiDetWEpi0","gSi*m^-2","","1.0.0","Detritus_Si_in_epilimnion_lake_water"
"960","silicon","water","initial_conditions","initial_pom","pclake","sSiDetWHyp0","initialstates/sSiDetWHyp0","gSi*m^-2","","1.0.0","Detritus_Si_in_hypolimnion_lake_water"
"961","carbon","water","noncohesive","tracer","aed2","d_ss","aed2_noncohesive/d_ss","?","2.00E-06","1.0.0","Tracer"
"962","silicon","water","initial_conditions","initial_silicon","pclake","sSiExtTotT0","initialstates/sSiExtTotT0","gSi*m^-2","","1.0.0","Total_amount_of_Si_moved_into_or_out_from_the_system"
"963","silicon","water","initial_conditions","initial_silicon","pclake","uSiTotT0","initialstates/uSiTotT0","gSi*m^-2","","1.0.0","Total_initial_Si_in_the_lake"
"964","silicon","water","initial_conditions","initial_silicon","pclake","uSiTotTHyp0","initialstates/uSiTotTHyp0","gSi*m^-2","","1.0.0","Total_initial_Si_in_the_lake"
"965","silicon","water","initial_conditions","initial_silicon","pclake","sSiO2WEpi0","initialstates/sSiO2WEpi0","gSi*m^-2","","1.0.0","Dissolved_Si_in_epilimnion_lake_water"
"966","silicon","water","initial_conditions","initial_silicon","pclake","sSiO2WHyp0","initialstates/sSiO2WHyp0","gSi*m^-2","","1.0.0","Dissolved_Si_in_hypolimnion_lake_water"
"967","carbon","water","noncohesive","tracer","aed2","Ktau_0","aed2_noncohesive/Ktau_0","?","0.001","1.0.0","Tracer"
"968","silicon","water","water_column_processes","sedimentation","aed2","Fsed_rsi","aed2_silica/Fsed_rsi","?","5","1.0.0","Sedimentation flux for silica"
"969","silicon","water_marsh","initial_conditions","initial_pom","pclake","sSiDetWM0","initialstates/sSiDetWM0","gSi*m^-2","","1.0.0","Detritus_Si_in_marsh_water"
"970","silicon","water_marsh","initial_conditions","initial_silicon","pclake","uSiTotM0","initialstates/uSiTotM0","gSi*m^-2","","1.0.0","Total_initial_Si_in_the_marsh"
"971","silicon","water_marsh","initial_conditions","initial_silicon","pclake","sSiO2WM0","initialstates/sSiO2WM0","gSi*m^-2","","1.0.0","Dissolved_Si_in_marsh_water"
"972","carbon","water","noncohesive","tracer","aed2","epsilon","aed2_noncohesive/epsilon","?","0.01","1.0.0","Tracer"
"973","zoobenthos","sediment","dredging","dredging","pclake","fEffDredBent","parameters/fEffDredBent","-","0.5","1.0.0","Dredging_efficiency_for_zoobenthos_(<10)"
"974","zoobenthos","sediment","grazing","assimilation_efficiency","pclake","kDAssBent","parameters/kDAssBent","d^-1","0.1","1.0.0","Maximum_assimilation_rate"
"975","zoobenthos","sediment","grazing","assimilation_efficiency","pclake","fDAssBent","parameters/fDAssBent","-","0.3","1.0.0","C_ass_efficiency_of_zoobenthos"
"976","zoobenthos","sediment","grazing","assimilation_efficiency","pclake","hDFoodBent","parameters/hDFoodBent","gDW*m^-2","200","1.0.0","Half-saturating_food_for_zoobenthos"
"977","carbon","water","noncohesive","tracer","aed2","tau_0","aed2_noncohesive/tau_0","?","0.01","1.0.0","Tracer"
"978","carbon","water","noncohesive","tracer","aed2","Ke_ss","aed2_noncohesive/Ke_ss","?","0.06","1.0.0","Tracer"
"979","phytoplankton","water","growth","equation_options_temperature_limitation","selmaprotbas","tll","{group_name}/parameters/tll","-","13.5","1.0.0","if tlim = 1; half-saturation temperature, squared (degC2). if tlim = 2; lower temperature limit (degC)"
"980","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sN","{group_name}/initialization/sN","gN/m2","0.02","1","N"
"981","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sN","{group_name}/initialization/sN","gN/m2","0.021","1","N"
"982","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sN_PV","{group_name}/initialization/sN_PV","gDW/m2","0.02","1","N pel. var"
"983","zoobenthos","sediment","grazing","temperature_limitation","pclake","cSigTmBent","parameters/cSigTmBent","oC","16","1.0.0","Temperature_constant_of_zoobenthos(sigma_in_Gaussian_curve)"
"984","zoobenthos","sediment","grazing","temperature_limitation","pclake","cTmOptBent","parameters/cTmOptBent","oC","25","1.0.0","Optimum_temp_of_zoobenthos"
"985","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sN_PV","{group_name}/initialization/sN_PV","gDW/m2","0.021","1","N pel. var"
"986","nitrogen","sediment","initial_conditions","initial_dom","wet","sNS","DOM/initialization/sNS","g/m2","0.06","1","dissolved organic N"
"987","nitrogen","water","initial_conditions","initial_dom","wet","sNW","DOM/initialization/sNW","g/m3","0.01","1","dissolved organic N"
"988","zoobenthos","sediment","initial_conditions","initial_zoobenthos","pclake","sDBent0","initialstates/sDBent0","gDW*m^-2","","1.0.0","Zoobenthos_DW_in_lake_sediment"
"989","zoobenthos","sediment","initial_conditions","initial_zoobenthos","pclake","sNBent0","initialstates/sNBent0","gN*m^-2","","1.0.0","Zoobenthos_N_in_lake_sediment"
"990","zoobenthos","sediment","initial_conditions","initial_zoobenthos","pclake","sPBent0","initialstates/sPBent0","gP*m^-2","","1.0.0","Zoobenthos_P_in_lake_sediment"
"991","nitrogen","sediment","initial_conditions","initial_ammonium","wet","sNH4S","abiotic_sediment/initialization/sNH4S","g/m2","0.04","1","ammonium"
"992","nitrogen","water","initial_conditions","initial_ammonium","wet","sNH4W","abiotic_water/initialization/sNH4W","g/m3","0.05","1","ammonium"
"993","nitrogen","sediment","initial_conditions","initial_humus","wet","sNS","humus/initialization/sNS","g/m2","166","1","humus N"
"994","nitrogen","sediment","initial_conditions","initial_nitrate","wet","sNO3S","abiotic_sediment/initialization/sNO3S","g/m2","0.025","1","nitrate"
"995","nitrogen","water","initial_conditions","initial_nitrate","wet","sNO3W","abiotic_water/initialization/sNO3W","g/m3","0.5","1","nitrate"
"996","nitrogen","sediment","initial_conditions","initial_pom","wet","sNS","POM/initialization/sNS","g/m2","60","1","particulate organic N"
"997","zoobenthos","sediment","initial_conditions","maximum_concentration","pclake","cDCarrBent","parameters/cDCarrBent","gDW*m^-2","20","1.0.0","Carrying_capacity_of_zoobenthos"
"998","nitrogen","water","initial_conditions","initial_pom","wet","sNW","POM/initialization/sNW","g/m3","0.01","1","particulate organic N"
"999","zoobenthos","sediment","migration","migration","pclake","kMigrBent","parameters/kMigrBent","d^-1","0.001","1.0.0","Zoobenthos_migration_rate"
"1000","zoobenthos","sediment","migration","migration","pclake","cDBentIn","parameters/cDBentIn","gDW*m^-2","0.01","1.0.0","External_zoobenthos_density"
"1001","phytoplankton","water","light","light_limitation","selmaprotbas","use_24h_light","{group_name}/parameters/use_24h_light","(boolean)","FALSE","1.2.0","use 24h averaged light for growth, default = false"
"1002","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","vert_vel_nutrient","{group_name}/parameters/vert_vel_nutrient","m d-1","0","1.0.0","vertical velocity at nutrient limitation below buoy_nutrient_limit;  if buoyancy_regulation = true"
"1003","zoobenthos","sediment","mortality","mortality_rate","pclake","kMortBent","parameters/kMortBent","d^-1","0.005","1.0.0","Mortality_constant_of_zoobenthos"
"1004","oxygen","sediment","water_sediment_exchange","sediment_flux","aed2","Ksed_oxy","aed2_oxygen/Ksed_oxy","mmol m-3","6.8","1.0.0","half-saturation concentration of oxygen sediment flux"
"1005","zoobenthos","sediment","respiration","respiration_rate","pclake","kDRespBent","parameters/kDRespBent","d^-1","0.005","1.0.0","Maint_respiration_constant_of_zoobenthos"
"1006","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sP","{group_name}/initialization/sP","gP/m2","0.002","1","P"
"1007","zoobenthos","sediment","stoichiometry","nitrogen_ratio","pclake","cNDBentRef","parameters/cNDBentRef","gN*gDW^-1","0.07","1.0.0","Reference_N/C_ratio_of_zoobenthos"
"1008","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sP","{group_name}/initialization/sP","gP/m2","0.003","1","P"
"1009","zoobenthos","sediment","stoichiometry","nutrient_ratio","pclake","fDissMortBent","parameters/fDissMortBent","-","0.1","1.0.0","Soluble_P_fraction_of_died_zoobenthos_P"
"1010","zoobenthos","sediment","stoichiometry","nutrient_ratio","pclake","fDissEgesBent","parameters/fDissEgesBent","-","0.25","1.0.0","Soluble_nutrient_fraction_of_by_zoobenthos_egested_food"
"1011","zoobenthos","sediment","stoichiometry","phosphorus_ratio","pclake","cPDBentRef","parameters/cPDBentRef","gP*gDW^-1","0.01","1.0.0","Reference_P/C_ratio_of_zoobenthos"
"1012","zooplankton","water","filtration","filtration_rate","pclake","hFilt","parameters/hFilt","gDW*m^-3","1","1.0.0","Half-sat_food_conc_for_filtering"
"1013","zooplankton","water","filtration","filtration_rate","pclake","cFiltMax","parameters/cFiltMax","m^3*gDW^-1*d^-1","4.5","1.0.0","Maximum_filtering_rate(when_DOMW=0)"
"1014","zooplankton","water","food_preference","preference_phyto","pclake","cPrefBlue","parameters/cPrefBlue","-","0.125","1.0.0","Selection_factor_for_Bluegreens_Cal"
"1015","zooplankton","water","food_preference","preference_phyto","pclake","cPrefBlueSurf","parameters/cPrefBlueSurf","-","0.125","1.0.0","Selection_factor_for_Bluegreens_on_surface_Cal"
"1016","zooplankton","water","food_preference","preference_phyto","pclake","cPrefDiat","parameters/cPrefDiat","-","0.75","1.0.0","Selection_factor_for_Diatoms"
"1017","zooplankton","water","food_preference","preference_phyto","pclake","cPrefGren","parameters/cPrefGren","-","0.75","1.0.0","Selection_factor_for_Greens"
"1018","zooplankton","water","food_preference","preference_pom","pclake","cPrefDet","parameters/cPrefDet","-","0.25","1.0.0","Selection_factor_for_detritus"
"1019","zooplankton","water","grazing","assimilation_efficiency","pclake","fDAssZoo","parameters/fDAssZoo","-","0.35","1.0.0","DW-assimilation_efficiency_of_herb_zooplankton"
"1020","macrophytes","sediment","initial_conditions","initial_macrophytes","wet","sP_PV","{group_name}/initialization/sP_PV","gDW/m2","0.002","1","P pel. var"
"1021","zoobenthos","sediment","initial_conditions","initial_zoobenthos","wet","sP_PV","{group_name}/initialization/sP_PV","gDW/m2","0.003","1","P pel. var"
"1022","phosphorus","sediment","initial_conditions","initial_pim","wet","sPAIMS","abiotic_sediment/initialization/sPAIMS","g/m2","2","1","absorbed phosphate"
"1023","phosphorus","water","initial_conditions","initial_pim","wet","sPAIMW","abiotic_water/initialization/sPAIMW","g/m3","0","1","IM-adsorbed P"
"1024","zooplankton","water","initial_conditions","initial_zoo","selmaprotbas","c","{group_name}/initialization/c","mmol C m-3","0.006625","1.0.0","Initial concentration of zooplankton"
"1025","zooplankton","water","initial_conditions","minimum_concentration","selmaprotbas","c0","{group_name}/parameters/c0","mmol C m-3","0","1.0.0","background concentration"
"1026","zooplankton","water","grazing","grazing_rate","aed2","Rgrz_zoo","zoop_params/zoop_param%Rgrz_zoo","d-1","1","1.0.0","OM"
"1027","zooplankton","water","excreton","dom","selmaprotbas","couple_dom","{group_name}/parameters/couple_dom","(boolean)","TRUE","1.2.0","couple to dom module, default = false"
"1028","phosphorus","sediment","initial_conditions","initial_dom","wet","sPS","DOM/initialization/sPS","g/m2","0.01","1","dissolved organic P"
"1029","phosphorus","water","initial_conditions","initial_dom","wet","sPW","DOM/initialization/sPW","g/m3","0.001","1","dissolved organic P"
"1030","zooplankton","water","grazing","grazing_rate","selmaprotbas","graz","{group_name}/parameters/graz","d-1","0.5","1.0.0","grazing rate"
"1031","phosphorus","sediment","initial_conditions","initial_humus","wet","sPS","POM/initialization/sPS","g/m2","10","1","humus P"
"1032","phosphorus","sediment","initial_conditions","initial_phosphate","wet","sPO4S","abiotic_sediment/initialization/sPO4S","g/m2","0.02","1","phosphate"
"1033","zooplankton","water","grazing","grazing_rate","selmaprotbas","iv","{group_name}/parameters/iv","(mmol C m-3)-2","0.27341","1.0.0","Ivlev constant; quadratic"
"1034","phosphorus","water","initial_conditions","initial_phosphate","wet","sPO4W","abiotic_water/initialization/sPO4W","g/m3","0.1","1","phosphate"
"1035","zooplankton","water","grazing","temperature_limitation","pclake","cSigTmZoo","parameters/cSigTmZoo","oC","13","1.0.0","Temperature_constant_zooplankton(sigma_in_Gaussian_curve)"
"1036","zooplankton","water","grazing","temperature_limitation","pclake","cTmOptZoo","parameters/cTmOptZoo","oC","25","1.0.0","Optimum_temp_zooplankton"
"1037","phosphorus","sediment","initial_conditions","initial_pom","wet","sPS","humus/initialization/sPS","g/m2","16","1","particulate organic P"
"1038","phosphorus","water","initial_conditions","initial_pom","wet","sPW","POM/initialization/sPW","g/m3","0.001","1","particulate organic P"
"1039","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","vert_vel_temp","{group_name}/parameters/vert_vel_temp","m d-1","0","1.0.0","vertical velocity at temperatures below buoy_temp_limit;  if buoyancy_regulation = true"
"1040","zooplankton","water","grazing","prey_identity","selmaprotbas","nprey","{group_name}/parameters/nprey","(integer)","1","1.0.0","number of prey"
"1041","zooplankton","water","initial_conditions","initial_zoop","pclake","sDZooEpi0","initialstates/sDZooEpi0","gDW*m^-2","","1.0.0","Zooplankton_DW_in_epilimnion_lake_water"
"1042","zooplankton","water","initial_conditions","initial_zoop","pclake","sDZooHyp0","initialstates/sDZooHyp0","gDW*m^-2","","1.0.0","Zooplankton_DW_in_hypolimnion_lake_water"
"1043","zooplankton","water","initial_conditions","initial_zoop","pclake","sNZooEpi0","initialstates/sNZooEpi0","gN*m^-2","","1.0.0","Zooplankton_N_in_epilimnion_lake_water"
"1044","zooplankton","water","initial_conditions","initial_zoop","pclake","sNZooHyp0","initialstates/sNZooHyp0","gN*m^-2","","1.0.0","Zooplankton_N_in_hypolimnion_lake_water"
"1045","zooplankton","water","initial_conditions","initial_zoop","pclake","sPZooEpi0","initialstates/sPZooEpi0","gP*m^-2","","1.0.0","Zooplankton_P_in_epilimnion_lake_water"
"1046","zooplankton","water","initial_conditions","initial_zoop","pclake","sPZooHyp0","initialstates/sPZooHyp0","gP*m^-2","","1.0.0","Zooplankton_P_in_hypolimnion_lake_water"
"1047","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","vert_vel1","{group_name}/parameters/vert_vel1","m d-1","-0.3","1.0.0","rate of vertical movement above par_limit1;  if buoyancy_regulation = true"
"1048","silicon","sediment","initial_conditions","initial_silicon","wet","sSiO2S","abiotic_sediment/initialization/sSiO2S","g/m2","0.1","1","dissolved SiO2"
"1049","silicon","water","initial_conditions","initial_silicon","wet","sSiO2W","abiotic_water/initialization/sSiO2W","g/m3","3.5","1","silica dioxide"
"1050","zooplankton","water","initial_conditions","maximum_concentration","pclake","cDCarrZoo","parameters/cDCarrZoo","gDW*m^-3","25","1.0.0","Carrying_capacity_of_zooplankton"
"1051","zooplankton","water","respiration","respiration_rate","selmaprotbas","nue","{group_name}/parameters/nue","m3 d-1 mmol C-1","0.001509","1.0.0","respiration rate"
"1052","silicon","sediment","initial_conditions","initial_pom","wet","sSiPaS","abiotic_sediment/initialization/sSiPaS","g/m2","14","1","particulate Si"
"1053","silicon","water","initial_conditions","initial_pom","wet","sSiPaW","abiotic_water/initialization/sSiPaW","g/m3","0.025","1","particulate Si"
"1054","zooplankton","water","grazing","preference","selmaprotbas","pref{prey_num}","{group_name}/parameters/pref{prey_num}","-","1","1.0.0","preference for prey number x"
"1055","zooplankton","water","mortality","mortality_rate","pclake","kMortZoo","parameters/kMortZoo","d^-1","0.04","1.0.0","Mortality_constant_herb_zooplankton"
"1056","zooplankton","water","stoichiometry","nitrogen_ratio","selmaprotbas","rfn","{group_name}/parameters/rfn","-","0.150943","1.0.0","nitrogen : carbon ratio (mol N/mol C)"
"1057","carbon","water","noncohesive","tracer","aed2","num_ss","aed2_noncohesive/num_ss","?","1","1.0.0","Tracer"
"1058","zooplankton","water","stoichiometry","phosphorus_ratio","selmaprotbas","rfr","{group_name}/parameters/rfr","-","0.009434","1.0.0","phosphorus : carbon ratio (mol P/mol C)"
"1059","zooplankton","water","respiration","respiration_rate","pclake","kDRespZoo","parameters/kDRespZoo","d^-1","0.15","1.0.0","Maintenance_respiration_constant_herb_zooplankton"
"1060","nitrogen","water","water_atmosphere_exchange","ammonium","wet","tNDepoNH4","abiotic_water/parameters/tNDepoNH4","g/m2/d","0","1","ammonium deposition"
"1061","zooplankton","water","stoichiometry","nitrogen_ratio","pclake","cNDZooRef","parameters/cNDZooRef","gN*gDW^-1","0.07","1.0.0","Reference_N/C-ratio_herb_zooplankton"
"1062","zooplankton","water","stoichiometry","silica_ratio","selmaprotbas","rfs","{group_name}/parameters/rfs","-","0","1.0.0","silica : carbon ratio (mol Si/mol C)"
"1063","nitrogen","water","water_atmosphere_exchange","nitrate","wet","tNDepoNO3","abiotic_water/parameters/tNDepoNO3","g/m2/d","0","1","nitrate deposition"
"1064","zooplankton","water","stoichiometry","nutrient_ratio","pclake","fDissMortZoo","parameters/fDissMortZoo","-","0.1","1.0.0","Soluble_nutrient_fraction_of_died_zooplankton"
"1065","zooplankton","water","stoichiometry","nutrient_ratio","pclake","fDissEgesZoo","parameters/fDissEgesZoo","-","0.25","1.0.0","Soluble_nutrient_fraction_of_by_herb_zoopl_egested_food"
"1066","zooplankton","water","mortality","mortality_rate","selmaprotbas","sigma_b","{group_name}/parameters/sigma_b","m3 d-1 mmol C-1","0.004528","1.0.0","mortality rate"
"1067","zooplankton","water","stoichiometry","phosphorus_ratio","pclake","cPDZooRef","parameters/cPDZooRef","gP*gDW^-1","0.01","1.0.0","Reference_P/C-ratio_herb_zooplankton"
"1068","zooplankton","water","grazing","grazing_rate","selmaprotbas","toptz","{group_name}/parameters/toptz","degC","20","1.0.0","optimal temperature for grazing"
"1069","phosphorus","water","water_atmosphere_exchange","phosphate","wet","tPDepoPO4","abiotic_water/parameters/tPDepoPO4","g/m2/d","0","1","phosphate deposition"
"1070","zooplankton","water_marsh","initial_conditions","initial_zoop","pclake","sDZooM0","initialstates/sDZooM0","gDW*m^-2","","1.0.0","Zooplankton_DW_in_marsh_water"
"1071","zooplankton","water_marsh","initial_conditions","initial_zoop","pclake","sNZooM0","initialstates/sNZooM0","gN*m^-2","","1.0.0","Zooplankton_N_in_marsh_water"
"1072","zooplankton","water_marsh","initial_conditions","initial_zoop","pclake","sPZooM0","initialstates/sPZooM0","gP*m^-2","","1.0.0","Zooplankton_P_in_marsh_water"
"1073","zooplankton","water","initial_conditions","","aed2","zoop_name ","zoop_params/zoop_param%zoop_name ","","NAME","",""
"1074","zooplankton","water","initial_conditions","initial_zoop","aed2","zoop_initial ","zoop_params/zoop_param%zoop_initial ","mmol/m3","2.9","","State variable name for zooplankton prey"
"1075","zooplankton","water","initial_conditions","minimum_concentration","aed2","min_zoo","zoop_params/zoop_param%min_zoo","mmol/m3","0.1","","Minimum concentration of zooplankton"
"1076","zooplankton","water","grazing","assimilation_efficiency","aed2","fassim_zoo","zoop_params/zoop_param%fassim_zoo","-","0.9","","Assimilation efficiency for zooplankton grazing "
"1077","zooplankton","water","grazing","grazing_rate","aed2","Kgrz_zoo","zoop_params/zoop_param%Kgrz_zoo","mmol/m3","41.7","","Half saturation constant for zooplankton grazing"
"1078","zooplankton","water","grazing","grazing_rate","aed2","theta_grz_zoo","zoop_params/zoop_param%theta_grz_zoo","-","1.07","","Temperature multiplier for zooplankton grazing"
"1079","zooplankton","water","respiration","respiration_rate","aed2","Rresp_zoo","zoop_params/zoop_param%Rresp_zoo"," /day","0.1","","Respiration rate coefficient"
"1080","zooplankton","water","mortality","mortality_rate","aed2","Rmort_zoo ","zoop_params/zoop_param%Rmort_zoo ","","0.01","","Mortaility rate coefficient"
