"","module","domain","process","subprocess","model","parameter","path","unit","default","version","note"
"765","phytoplankton","water","growth","oxygen_correction","wet","hO2BOD","{group_name}/parameters/hO2BOD","mgO2/l","1","1","half-saturation constant for oxygen conc. on BOD"
"766","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","par_limit1","{group_name}/parameters/par_limit1","W m-2","21.9","1.0.0","below this light intensity;  buoyancy-regulating plankton change vertical velocity from vert_vel1 to vert_vel2"
"767","phytoplankton","water","growth","equation_options_n_limitation","aed2","simDONUptake","phyto_data/pd%simDONUptake","(integer)","0","1.0.0","1: ; 2:"
"768","phytoplankton","water","growth","equation_options_n_limitation","aed2","simINDynamics","phyto_data/pd%simINDynamics","(integer)","2","1.0.0","1: ; 2:"
"769","phytoplankton","water","growth","equation_options_p_limitation","aed2","simIPDynamics","phyto_data/pd%simIPDynamics","(integer)","2","1.0.0","IP_model"
"770","phytoplankton","water","growth","equation_options_n_limitation","aed2","simNFixation","phyto_data/pd%simNFixation","(integer)","0","1.0.0","1: ; 2:"
"771","silicon","sediment","decomposition","mineralisation_pom","wet","kSiMinPaS","abiotic_sediment/parameters/kSiMinPaS","1/d","0.03","1","SiPOM to SiO2 biodissolution constant at 20*C"
"772","silicon","water","decomposition","mineralisation_pom","wet","kSiMinPaW","abiotic_water/parameters/kSiMinPaW","1/d","0.03","1","biodissolution constant of particulate Si to SiO2 at 20*C"
"773","phytoplankton","water","growth","equation_options_si_limitation","aed2","simSiUptake","phyto_data/pd%simSiUptake","(integer)","0","1.0.0","1: ; 2:"
"774","phytoplankton","water","growth","temperature_limitation","aed2","T_max","phyto_data/pd%T_max","degC","37","1.0.0","maximum_temperature"
"775","phytoplankton","water","growth","temperature_limitation","pclake","cSigTmBlue","parameters/cSigTmBlue","oC","12","1.0.0","Temperature_constant_blue-greens(sigma_in_Gaussian_curve)"
"776","phytoplankton","water","growth","temperature_limitation","pclake","cSigTmLoss","parameters/cSigTmLoss","oC","13","1.0.0","Temperature_constant_of_grazing(sigma_in_Gaussian_curve)"
"777","phytoplankton","water","growth","temperature_limitation","pclake","cSigTmGren","parameters/cSigTmGren","oC","15","1.0.0","Temperature_constant_greens(sigma_in_Gaussian_curve)"
"778","phytoplankton","water","growth","temperature_limitation","pclake","cTmOptDiat","parameters/cTmOptDiat","oC","18","1.0.0","Optimum_temp_diatoms"
"779","phytoplankton","water","stoichiometry","phosphorus_ratio","wet","cPDMax","{group_name}/parameters/cPDMax","mgP/mgDW","0.025","1","maximum P/DW ratio"
"780","phytoplankton","water","growth","temperature_limitation","pclake","cSigTmDiat","parameters/cSigTmDiat","oC","20","1.0.0","Temperature_constant_diatoms(sigma_in_Gaussian_curve)"
"781","phytoplankton","water","stoichiometry","phosphorus_ratio","wet","cPDMin","{group_name}/parameters/cPDMin","mgP/mgDW","0.003","1","minimum P/DW ratio"
"782","phytoplankton","water","growth","temperature_limitation","pclake","cTmOptBlue","parameters/cTmOptBlue","oC","25","1.0.0","Optimum_temp_blue-greens"
"783","phytoplankton","water","growth","temperature_limitation","pclake","cTmOptGren","parameters/cTmOptGren","oC","25","1.0.0","Optimum_temp_of_greens"
"784","phytoplankton","water","growth","temperature_limitation","pclake","cTmOptLoss","parameters/cTmOptLoss","oC","25","1.0.0","Optimum_temp_for_grazing"
"785","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","par_limit2","{group_name}/parameters/par_limit2","W m-2","6.6","1.0.0","below this light intensity;  buoyancy-regulating plankton change vertical velocity to vert_vel3"
"786","silicon","sediment","water_sediment_exchange","diffusion","wet","kSiO2Dif","sediment_exchange/parameters/kSiO2Dif","m2/d","8.64E-05","1","SiO2 diffusion constant at 20*C"
"787","carbon/nitrogen/phosphorous","sediment","sediment_water_exchange","resuspension","wet","kVegResus","sediment_exchange/parameters/kVegResus","m2/gDW","0.05","1","relative resuspension reduction per gram macrophytes"
"788","phytoplankton","water","initial_conditions","initial_phyto","pclake","cPDBlue0","initialstates/cPDBlue0","gP*gDW^-1","0.01","1.0.0","Initial_P_fraction_in_blue-green_algae"
"789","phytoplankton","water","initial_conditions","initial_phyto","pclake","cPDDiat0","initialstates/cPDDiat0","gP*gDW^-1","0.01","1.0.0","Initial_P_fraction_in_diatoms"
"790","phytoplankton","water","initial_conditions","initial_phyto","pclake","cPDGren0","initialstates/cPDGren0","gP*gDW^-1","0.01","1.0.0","Initial_P_fraction_in_green_algae"
"791","phytoplankton","water","initial_conditions","initial_phyto","pclake","cPDPhyt0","initialstates/cPDPhyt0","gP*gDW^-1","0.01","1.0.0","Initial_P_fraction_in_algae"
"792","phytoplankton","water","initial_conditions","initial_phyto","pclake","cNDBlue0","initialstates/cNDBlue0","gN*gDW^-1","0.1","1.0.0","Initial_N_fraction_in_blue-green_algae"
"793","phytoplankton","water","initial_conditions","initial_phyto","pclake","cNDDiat0","initialstates/cNDDiat0","gN*gDW^-1","0.1","1.0.0","Initial_N_fraction_in_diatoms"
"794","phytoplankton","water","initial_conditions","initial_phyto","pclake","cNDGren0","initialstates/cNDGren0","gN*gDW^-1","0.1","1.0.0","Initial_N_fraction_in_green_algae"
"795","phytoplankton","water","initial_conditions","initial_phyto","pclake","cNDPhyt0","initialstates/cNDPhyt0","gN*gDW^-1","0.1","1.0.0","Initial_N_fraction_in_algae"
"796","phytoplankton","water","initial_conditions","initial_phyto","mylake","In.Chlz","In.Chlz","mg m-3","7","1.0.0","Initial chlorophyll a profile read from initial profiles file"
"797","phytoplankton","water","respiration","respiration_rate","wet","kDResp","{group_name}/parameters/kDResp","1/d","0.03","1","maintenance respiration constant at 20*C"
"798","phytoplankton","water","initial_conditions","initial_phyto","mylake","In.Chlz_sed","In.Chlz.sed","mg m-3","196747","1.0.0","Initial chlorophyll a profile in the sediment compartments read from initial profiles file"
"799","phytoplankton","water","vertical_movement","vertical_velocity","selmaprotbas","par_limit3","{group_name}/parameters/par_limit3","W m-2","2.2","1.0.0","below this light intensity;  buoyancy-regulating plankton change vertical velocity to vert_vel4"
"800","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDBlueSurf0","initialstates/sDBlueSurf0","gDW*m^-2","","1.0.0","Blue-greens_DW_in_epilimnion_lake_water"
"801","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDBlueWEpi0","initialstates/sDBlueWEpi0","gDW*m^-2","","1.0.0","Blue-greens_DW_in_epilimnion_lake_water"
"802","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDBlueWHyp0","initialstates/sDBlueWHyp0","gDW*m^-2","","1.0.0","Blue-greens_DW_in_hypolimnion_lake_water"
"803","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDDiatWEpi0","initialstates/sDDiatWEpi0","gDW*m^-2","","1.0.0","Diatoms_DW_in_epilimnion_lake_water"
"804","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDDiatWHyp0","initialstates/sDDiatWHyp0","gDW*m^-2","","1.0.0","Diatoms_DW_in_hypolimnion_lake_water"
"805","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDGrenWEpi0","initialstates/sDGrenWEpi0","gDW*m^-2","","1.0.0","Green_algae_DW_in_epilimnion_lake_water"
"806","phytoplankton","water","initial_conditions","initial_phyto","pclake","sDGrenWHyp0","initialstates/sDGrenWHyp0","gDW*m^-2","","1.0.0","Green_algae_DW_in_hypolimnion_lake_water"
"807","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNBlueSurf0","initialstates/sNBlueSurf0","gN*m^-2","","1.0.0","Blue-greens_N_in_epilimnion_lake_water"
"808","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNBlueWEpi0","initialstates/sNBlueWEpi0","gN*m^-2","","1.0.0","Blue-greens_N_in_epilimnion_lake_water"
"809","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNBlueWHyp0","initialstates/sNBlueWHyp0","gN*m^-2","","1.0.0","Blue-greens_N_in_hypolimnion_lake_water"
"810","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNDiatWEpi0","initialstates/sNDiatWEpi0","gN*m^-2","","1.0.0","Diatoms_N_in_epilimnion_lake_water"
"811","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNDiatWHyp0","initialstates/sNDiatWHyp0","gN*m^-2","","1.0.0","Diatoms_N_in_hypolimnion_lake_water"
"812","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNGrenWEpi0","initialstates/sNGrenWEpi0","gN*m^-2","","1.0.0","Green_algae_N_in_epilimnion_lake_water"
"813","phytoplankton","water","initial_conditions","initial_phyto","pclake","sNGrenWHyp0","initialstates/sNGrenWHyp0","gN*m^-2","","1.0.0","Green_algae_N_in_hypolimnion_lake_water"
"814","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPBlueSurf0","initialstates/sPBlueSurf0","gP*m^-2","","1.0.0","Blue-greens_P_in_epilimnion_lake_water"
"815","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPBlueWEpi0","initialstates/sPBlueWEpi0","gP*m^-2","","1.0.0","Blue-greens_P_in_epilimnion_lake_water"
"816","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPBlueWHyp0","initialstates/sPBlueWHyp0","gP*m^-2","","1.0.0","Blue-greens_P_in_hypolimnion_lake_water"
"817","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPDiatWEpi0","initialstates/sPDiatWEpi0","gP*m^-2","","1.0.0","Diatoms_P_in_epilimnion_lake_water"
"818","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPDiatWHyp0","initialstates/sPDiatWHyp0","gP*m^-2","","1.0.0","Diatoms_P_in_hypolimnion_lake_water"
"819","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPGrenWEpi0","initialstates/sPGrenWEpi0","gP*m^-2","","1.0.0","Green_algae_P_in_epilimnion_lake_water"
"820","phytoplankton","water","initial_conditions","initial_phyto","pclake","sPGrenWHyp0","initialstates/sPGrenWHyp0","gP*m^-2","","1.0.0","Green_algae_P_in_hypolimnion_lake_water"
"821","phytoplankton","water","initial_conditions","initial_phyto","pclake","uDPhytWEpi0","initialstates/uDPhytWEpi0","gDW*m^-2","","1.0.0","Total_initial_DW_in_phytoplankton_in_lake_water"
"822","phytoplankton","water","initial_conditions","initial_phyto","pclake","uDPhytWHyp0","initialstates/uDPhytWHyp0","gDW*m^-2","","1.0.0","Total_initial_DW_in_phytoplankton_in_lake_water"
"823","phytoplankton","water","initial_conditions","initial_phyto","pclake","uNPhytWEpi0","initialstates/uNPhytWEpi0","gN*m^-2","","1.0.0","Total_initial_N_in_phytoplankton_in_lake_water"
"824","phytoplankton","water","initial_conditions","initial_phyto","pclake","uNPhytWHyp0","initialstates/uNPhytWHyp0","gN*m^-2","","1.0.0","Total_initial_N_in_phytoplankton_in_lake_water"
"825","phytoplankton","water","initial_conditions","initial_phyto","pclake","uPPhytWEpi0","initialstates/uPPhytWEpi0","gP*m^-2","","1.0.0","Total_initial_P_in_phytoplankton_in_lake_water"
"826","phytoplankton","water","initial_conditions","initial_phyto","pclake","uPPhytWHyp0","initialstates/uPPhytWHyp0","gP*m^-2","","1.0.0","Total_initial_P_in_phytoplankton_in_lake_water"
"827","zoobenthos","sediment","grazing","equation_options_pom_feeding","wet","lEatPOM","{group_name}/parameters/lEatPOM","-"," true","1","toggle POM consumption"
"828","macrophytes","sediment","growth","equation_options_growth","wet","lEmpUpt","{group_name}/parameters/lEmpUpt","(boolean)"," false","1","toggle empirical relat. for sed. fract. of nut. upt."
"829","phytoplankton","water","growth","growth_rate","selmaprotbas","r0","{group_name}/parameters/r0","d-1","1.3","1.0.0","maximum growth rate at 20 degrees C"
"830","phytoplankton","water","growth","temperature_limitation","aed2","T_opt","phyto_data/pd%T_opt","degC","28","1.0.0","optimum_temperature"
"831","phytoplankton","water","growth","temperature_limitation","aed2","T_std","phyto_data/pd%T_std","degC","20","1.0.0","standard_temperature"
"832","phytoplankton","sediment","water_sediment_exchange","resuspension","wet","cResusExp","{group_name}/parameters/cResusExp","gDW/m2/d)","-0.379","1","exponent parameter for phytoplankton resuspension (1"
"833","phytoplankton","water","light","light_attenuation","mylake","beta_chl","Phys.par/beta_chl","m2 mg-1","0.015","1.0.0","Optical cross_section of chlorophyll"
"834","phytoplankton","water","light","light_attenuation","pclake","cExtSpDiat","parameters/cExtSpDiat","m^2*gDW^-1","0.25","1.0.0","Specific_extinction_Diatoms"
"835","phytoplankton","water","light","light_attenuation","pclake","cExtSpGren","parameters/cExtSpGren","m^2*gDW^-1","0.25","1.0.0","Specific_extinction_greens"
"836","phytoplankton","water","light","light_attenuation","pclake","cExtSpBlue","parameters/cExtSpBlue","m^2*gDW^-1","0.35","1.0.0","Specific_extinction_Bluegreens"
"837","phytoplankton","sediment","water_sediment_exchange","resuspension","wet","kResusMax","{group_name}/parameters/kResusMax","1/d","0.25","1","maximum phytoplankton resuspension rate"
"838","phytoplankton","water","stoichiometry","nitrogen_ratio","selmaprotbas","rfn","{group_name}/parameters/rfn","-","0.150943","1.0.0","nitrogen : carbon ratio (mol N/mol C)"
"839","phytoplankton","water","mortality","grazing","pclake","kLossBlue","parameters/kLossBlue","d^-1","0.03","1.0.0","Grazing_loss_rate_for_Blue-greens"
"840","phytoplankton","water","mortality","grazing","pclake","fDissLoss","parameters/fDissLoss","-","0.25","1.0.0","Dissolved_nutrient_fraction_of_grazing_loss"
"841","phytoplankton","water","mortality","grazing","pclake","kLossDiat","parameters/kLossDiat","d^-1","0.25","1.0.0","Grazing_loss_rate_for_Diatoms"
"842","phytoplankton","water","mortality","grazing","pclake","kLossGren","parameters/kLossGren","d^-1","0.25","1.0.0","Grazing_loss_rate_for_greens"
"843","phytoplankton","water","mortality","mortality_rate","pclake","kMortBlueW","parameters/kMortBlueW","d^-1","0.01","1.0.0","Mortality_constant_of_blue-greens_in_water"
"844","phytoplankton","water","mortality","mortality_rate","pclake","kMortDiatW","parameters/kMortDiatW","d^-1","0.01","1.0.0","Mortality_constant_of_Diatoms_in_water"
"845","phytoplankton","water","mortality","mortality_rate","pclake","kMortGrenW","parameters/kMortGrenW","d^-1","0.01","1.0.0","Mortality_constant_of_Diatoms_in_water"
"846","phytoplankton","water","growth","temperature_limitation","aed2","theta_growth","phyto_data/pd%theta_growth","?","1.08","1.0.0","Arrhenius temperature multiplier for phytoplankton growth"
"847","phytoplankton","water","mortality","mortality_rate","mylake","m_twty","Bio.par/m_twty","d-1","0.2","1.0.0","loss rate (1/day) at 20 deg C"
"848","macrophytes","sediment","technical","","wet","nCompts","{group_name}/parameters/nCompts","(integer)","0","1","number of macrophyte competitors"
"849","phytoplankton","water","respiration","respiration_rate","aed2","theta_resp","phyto_data/pd%theta_resp","?","1.05","1.0.0","Arrhenius temperature multiplier for phytoplankton respiration"
"850","phytoplankton","water","vertical_movement","vertical_velocity","aed2","w_p","phyto_data/pd%w_p","m d-1","-0.05","1.0.0","Sedimentation rate (negative is downwards)"
"851","phytoplankton","water","vertical_movement","sedimentation_velocity","wet","cVSed","{group_name}/parameters/cVSed","m/d","0.2","1","sedimentation velocity"
"852","phytoplankton","water","vertical_movement","settling","wet","cVSet","{group_name}/parameters/cVSet","qTrans = 1; settling rat","0.05","1",""
"853","phytoplankton","water","respiration","respiration_rate","pclake","kDRespBlue","parameters/kDRespBlue","d^-1","0.03","1.0.0","Maintenance_respiration_constant_blue-greens(=_005_*_MuMax)"
"854","phytoplankton","water","respiration","respiration_rate","pclake","kDRespGren","parameters/kDRespGren","d^-1","0.075","1.0.0","Maintenance_respiration_constant_greens(=_005_*_MuMax)"
"855","phytoplankton","water","stoichiometry","phosphorus_ratio","selmaprotbas","rfr","{group_name}/parameters/rfr","-","0.009434","1.0.0","phosphorus : carbon ratio (mol P/mol C)"
"856","phytoplankton","water","respiration","respiration_rate","pclake","kDRespDiat","parameters/kDRespDiat","d^-1","0.1","1.0.0","Maintenance_respiration_constant_diatoms(=_005_*_MuMax)"
